refund_request_id,payment_id,merchant_id,order_id,currency,captured_amount_paise,amount_refunded_paise,active_reservation_amount_paise,refundable_balance_paise,payment_status,payment_exists,merchant_matches,currency_matches,snapshot_as_of,source
v2_rr_0003108,v2_pay_0003108,v2_benchmark_merchant,ord_0010311,INR,799500,0,0,799500,captured,True,True,True,2010-07-20T18:25:07.308145200Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0003109,v2_pay_0003109,v2_benchmark_merchant,ord_0010603,INR,2099000,0,0,2099000,captured,True,True,True,2010-07-20T19:04:30.752342893Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0003110,v2_pay_0003110,v2_benchmark_merchant,ord_0010341,INR,1043500,0,0,1043500,captured,True,True,True,2010-07-20T21:15:52.974162777Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0003111,v2_pay_0003111,v2_benchmark_merchant,ord_0010295,INR,4043100,0,0,4043100,captured,True,True,True,2010-07-21T00:48:05.770686456Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0003112,v2_pay_0003112,v2_benchmark_merchant,ord_0010113,INR,1555200,0,0,1555200,captured,True,True,True,2010-07-21T03:34:45.425693316Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0003113,v2_pay_0003113,v2_benchmark_merchant,ord_0010518,INR,300000,0,0,300000,captured,True,True,True,2010-07-21T06:10:35.701513753Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0003114,v2_pay_0003114,v2_benchmark_merchant,ord_0010343,INR,1896700,0,0,1896700,captured,True,True,True,2010-07-21T10:58:24.785268810Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0003115,v2_pay_0003115,v2_benchmark_merchant,ord_0010034,INR,3379500,0,0,3379500,captured,True,True,True,2010-07-21T13:13:25.930383968Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0003116,v2_pay_0003116,v2_benchmark_merchant,ord_0010726,INR,148500,0,0,148500,captured,True,True,True,2010-07-21T13:36:05.147181332Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0003117,v2_pay_0003117,v2_benchmark_merchant,ord_0010062,INR,74900,0,0,74900,captured,True,True,True,2010-07-21T17:16:25.060677427Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0003118,v2_pay_0003118,v2_benchmark_merchant,ord_0010727,INR,30254500,0,0,30254500,captured,True,True,True,2010-07-21T17:53:04.263701259Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0003119,v2_pay_0003119,v2_benchmark_merchant,ord_0010564,INR,12302000,0,0,12302000,captured,True,True,True,2010-07-21T20:06:32.011184520Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0003120,v2_pay_0003120,v2_benchmark_merchant,ord_0010609,INR,1003000,0,0,1003000,captured,True,True,True,2010-07-22T01:23:03.422122921Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0003121,v2_pay_0003121,v2_benchmark_merchant,ord_0009844,INR,12229100,0,0,12229100,captured,True,True,True,2010-07-22T02:45:20.657690606Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0003122,v2_pay_0003122,v2_benchmark_merchant,ord_0010775,INR,132000,0,0,132000,captured,True,True,True,2010-07-22T03:13:12.029030418Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0003123,v2_pay_0003123,v2_benchmark_merchant,ord_0010259,INR,1359000,0,0,1359000,captured,True,True,True,2010-07-22T04:00:37.340689567Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0003124,v2_pay_0003124,v2_benchmark_merchant,ord_0010104,INR,2110900,0,0,2110900,captured,True,True,True,2010-07-22T04:36:51.099833673Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0003125,v2_pay_0003125,v2_benchmark_merchant,ord_0010217,INR,17990700,0,0,17990700,captured,True,True,True,2010-07-22T06:35:05.964883170Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0003126,v2_pay_0003126,v2_benchmark_merchant,ord_0010669,INR,2881000,0,0,2881000,captured,True,True,True,2010-07-22T09:19:27.082229025Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0003127,v2_pay_0003127,v2_benchmark_merchant,ord_0010211,INR,39217400,0,0,39217400,captured,True,True,True,2010-07-22T10:17:51.180791896Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0003128,v2_pay_0003128,v2_benchmark_merchant,ord_0010708,INR,6793000,1645692,0,5147308,captured,True,True,True,2010-07-22T11:21:11.435015259Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0003129,v2_pay_0003129,v2_benchmark_merchant,ord_0010748,INR,9722400,0,0,9722400,captured,True,True,True,2010-07-22T12:20:41.867808171Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0003130,v2_pay_0003130,v2_benchmark_merchant,ord_0010982,INR,4867200,0,0,4867200,captured,True,True,True,2010-07-22T12:49:44.665579915Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0003131,v2_pay_0003131,v2_benchmark_merchant,ord_0010227,INR,2841900,306236,0,2535664,captured,True,True,True,2010-07-22T14:53:08.138238219Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0003132,v2_pay_0003132,v2_benchmark_merchant,ord_0010799,INR,15391100,0,0,15391100,captured,True,True,True,2010-07-22T17:19:38.461211589Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0003133,v2_pay_0003133,v2_benchmark_merchant,ord_0010219,INR,4926200,469396,0,4456804,captured,True,True,True,2010-07-22T17:31:46.273365945Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0003134,v2_pay_0003134,v2_benchmark_merchant,ord_0010702,INR,1463300,0,0,1463300,captured,True,True,True,2010-07-22T17:32:18.119850993Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0003135,v2_pay_0003135,v2_benchmark_merchant,ord_0010054,INR,1169200,0,0,1169200,captured,True,True,True,2010-07-22T19:47:11.302465400Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0003136,v2_pay_0003136,v2_benchmark_merchant,ord_0010832,INR,4124000,0,0,4124000,captured,True,True,True,2010-07-22T20:26:41.403612656Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0003137,v2_pay_0003137,v2_benchmark_merchant,ord_0010184,INR,3426100,0,0,3426100,captured,True,True,True,2010-07-22T23:34:31.379964586Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0003138,v2_pay_0003138,v2_benchmark_merchant,ord_0011000,INR,1000000,165058,0,834942,captured,True,True,True,2010-07-23T00:27:11.228933010Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0003139,v2_pay_0003139,v2_benchmark_merchant,ord_0010774,INR,1216800,221332,0,995468,captured,True,True,True,2010-07-23T00:55:08.890656001Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0003140,v2_pay_0003140,v2_benchmark_merchant,ord_0010156,INR,15446600,0,0,15446600,captured,True,True,True,2010-07-23T02:13:02.320684136Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0003141,v2_pay_0003141,v2_benchmark_merchant,ord_0009880,INR,3202500,0,0,3202500,captured,True,True,True,2010-07-23T04:09:29.571049454Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0003142,v2_pay_0003142,v2_benchmark_merchant,ord_0010190,INR,1596000,470672,0,1125328,captured,True,True,True,2010-07-23T04:24:24.064657869Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0003143,v2_pay_0003143,v2_benchmark_merchant,ord_0010080,INR,17402400,0,0,17402400,captured,True,True,True,2010-07-23T05:13:54.308724168Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0003144,v2_pay_0003144,v2_benchmark_merchant,ord_0010780,INR,1968500,467857,0,1500643,captured,True,True,True,2010-07-23T06:56:10.368692916Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0003145,v2_pay_0003145,v2_benchmark_merchant,ord_0010360,INR,7884000,1618715,0,6265285,captured,True,True,True,2010-07-23T09:39:57.232616788Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0003146,v2_pay_0003146,v2_benchmark_merchant,ord_0010144,INR,11670100,0,0,11670100,captured,True,True,True,2010-07-23T10:54:58.682805261Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0003147,v2_pay_0003147,v2_benchmark_merchant,ord_0010029,INR,1014000,0,0,1014000,captured,True,True,True,2010-07-23T12:25:13.252838493Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0003148,v2_pay_0003148,v2_benchmark_merchant,ord_0010064,INR,1028600,0,0,1028600,captured,True,True,True,2010-07-23T12:39:54.969952306Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0003149,v2_pay_0003149,v2_benchmark_merchant,ord_0010505,INR,5459000,1802555,0,3656445,captured,True,True,True,2010-07-23T14:04:01.436616477Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0003150,v2_pay_0003150,v2_benchmark_merchant,ord_0010118,INR,3578400,0,0,3578400,captured,True,True,True,2010-07-23T14:13:54.121328194Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0003151,v2_pay_0003151,v2_benchmark_merchant,ord_0010001,INR,2971900,0,0,2971900,captured,True,True,True,2010-07-23T15:08:02.156637638Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0003152,v2_pay_0003152,v2_benchmark_merchant,ord_0010313,INR,812000,42965,0,769035,captured,True,True,True,2010-07-23T17:10:11.244490410Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0003153,v2_pay_0003153,v2_benchmark_merchant,ord_0010383,INR,400000,57410,0,342590,captured,True,True,True,2010-07-23T18:34:23.997753636Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0003154,v2_pay_0003154,v2_benchmark_merchant,ord_0010830,INR,1104400,0,0,1104400,captured,True,True,True,2010-07-23T19:18:50.899881074Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0003155,v2_pay_0003155,v2_benchmark_merchant,ord_0010797,INR,210000,0,0,210000,captured,True,True,True,2010-07-23T20:25:16.361970616Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0003156,v2_pay_0003156,v2_benchmark_merchant,ord_0011132,INR,2454900,0,0,2454900,captured,True,True,True,2010-07-23T21:04:53.447117227Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0003157,v2_pay_0003157,v2_benchmark_merchant,ord_0010582,INR,3298500,0,0,3298500,captured,True,True,True,2010-07-23T21:08:25.593102964Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0003158,v2_pay_0003158,v2_benchmark_merchant,ord_0010458,INR,2232800,0,0,2232800,captured,True,True,True,2010-07-23T22:59:03.161069378Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0003159,v2_pay_0003159,v2_benchmark_merchant,ord_0010191,INR,6206500,0,0,6206500,captured,True,True,True,2010-07-23T23:03:01.028790254Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0003160,v2_pay_0003160,v2_benchmark_merchant,ord_0010545,INR,2183600,511734,0,1671866,captured,True,True,True,2010-07-23T23:34:53.310743655Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0003161,v2_pay_0003161,v2_benchmark_merchant,ord_0010530,INR,2782500,0,0,2782500,captured,True,True,True,2010-07-24T01:55:57.921132613Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0003162,v2_pay_0003162,v2_benchmark_merchant,ord_0010755,INR,1341300,0,0,1341300,captured,True,True,True,2010-07-24T02:42:14.830643955Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0003163,v2_pay_0003163,v2_benchmark_merchant,ord_0010844,INR,11135600,0,0,11135600,captured,True,True,True,2010-07-24T03:00:55.640975383Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0003164,v2_pay_0003164,v2_benchmark_merchant,ord_0010841,INR,6390800,0,0,6390800,captured,True,True,True,2010-07-24T05:56:10.364550466Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0003165,v2_pay_0003165,v2_benchmark_merchant,ord_0010336,INR,299500,0,0,299500,captured,True,True,True,2010-07-24T07:53:31.043827765Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0003166,v2_pay_0003166,v2_benchmark_merchant,ord_0011070,INR,3244800,848896,0,2395904,captured,True,True,True,2010-07-24T08:42:27.173361600Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0003167,v2_pay_0003167,v2_benchmark_merchant,ord_0010571,INR,2112000,0,0,2112000,captured,True,True,True,2010-07-24T09:11:20.608373917Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0003168,v2_pay_0003168,v2_benchmark_merchant,ord_0010607,INR,7716500,0,0,7716500,captured,True,True,True,2010-07-24T10:37:12.990820938Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0003169,v2_pay_0003169,v2_benchmark_merchant,ord_0010499,INR,1539500,0,0,1539500,captured,True,True,True,2010-07-24T11:05:11.185273492Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0003170,v2_pay_0003170,v2_benchmark_merchant,ord_0010525,INR,2109000,0,0,2109000,captured,True,True,True,2010-07-24T11:29:28.369779996Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0003171,v2_pay_0003171,v2_benchmark_merchant,ord_0010133,INR,5089100,0,0,5089100,captured,True,True,True,2010-07-24T11:50:47.069658364Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0003172,v2_pay_0003172,v2_benchmark_merchant,ord_0010337,INR,2827400,0,0,2827400,captured,True,True,True,2010-07-24T14:37:18.208344776Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0003173,v2_pay_0003173,v2_benchmark_merchant,ord_0011051,INR,305400,0,0,305400,captured,True,True,True,2010-07-24T15:30:49.449164028Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0003174,v2_pay_0003174,v2_benchmark_merchant,ord_0010987,INR,4433900,0,0,4433900,captured,True,True,True,2010-07-24T16:27:29.999391290Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0003175,v2_pay_0003175,v2_benchmark_merchant,ord_0011013,INR,3569700,799947,0,2769753,captured,True,True,True,2010-07-24T17:06:29.880638347Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0003176,v2_pay_0003176,v2_benchmark_merchant,ord_0010889,INR,4331200,0,0,4331200,captured,True,True,True,2010-07-24T21:02:50.855607835Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0003177,v2_pay_0003177,v2_benchmark_merchant,ord_0010886,INR,1721700,0,0,1721700,captured,True,True,True,2010-07-24T21:43:34.286389580Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0003178,v2_pay_0003178,v2_benchmark_merchant,ord_0010690,INR,167500,0,0,167500,captured,True,True,True,2010-07-24T22:15:16.674361068Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0003179,v2_pay_0003179,v2_benchmark_merchant,ord_0010820,INR,1314000,0,0,1314000,captured,True,True,True,2010-07-24T23:17:06.667761774Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0003180,v2_pay_0003180,v2_benchmark_merchant,ord_0010715,INR,2057400,421208,0,1636192,captured,True,True,True,2010-07-25T04:43:11.573723064Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0003181,v2_pay_0003181,v2_benchmark_merchant,ord_0010749,INR,2296400,193452,0,2102948,captured,True,True,True,2010-07-25T05:03:34.347570016Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0003182,v2_pay_0003182,v2_benchmark_merchant,ord_0010386,INR,1018800,0,0,1018800,captured,True,True,True,2010-07-25T06:14:33.388158349Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0003183,v2_pay_0003183,v2_benchmark_merchant,ord_0010427,INR,3104000,639995,0,2464005,captured,True,True,True,2010-07-25T07:57:09.990765422Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0003184,v2_pay_0003184,v2_benchmark_merchant,ord_0010578,INR,1477900,0,0,1477900,captured,True,True,True,2010-07-25T08:30:53.268295622Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0003185,v2_pay_0003185,v2_benchmark_merchant,ord_0010948,INR,5177700,0,0,5177700,captured,True,True,True,2010-07-25T10:03:32.962512452Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0003186,v2_pay_0003186,v2_benchmark_merchant,ord_0011340,INR,1727300,0,0,1727300,captured,True,True,True,2010-07-25T12:29:40.744406701Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0003187,v2_pay_0003187,v2_benchmark_merchant,ord_0010309,INR,1647000,0,0,1647000,captured,True,True,True,2010-07-25T14:17:41.606094292Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0003188,v2_pay_0003188,v2_benchmark_merchant,ord_0010238,INR,3581500,0,0,3581500,captured,True,True,True,2010-07-25T15:13:38.792178907Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0003189,v2_pay_0003189,v2_benchmark_merchant,ord_0010686,INR,1292000,0,0,1292000,captured,True,True,True,2010-07-25T15:59:02.314283150Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0003190,v2_pay_0003190,v2_benchmark_merchant,ord_0011143,INR,5390000,0,0,5390000,captured,True,True,True,2010-07-25T16:42:42.114994302Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0003191,v2_pay_0003191,v2_benchmark_merchant,ord_0010818,INR,4950000,0,0,4950000,captured,True,True,True,2010-07-25T18:08:59.202036157Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0003192,v2_pay_0003192,v2_benchmark_merchant,ord_0010575,INR,3775900,0,0,3775900,captured,True,True,True,2010-07-25T18:34:53.864010402Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0003193,v2_pay_0003193,v2_benchmark_merchant,ord_0011153,INR,4588000,1499900,0,3088100,captured,True,True,True,2010-07-25T19:03:03.207534811Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0003194,v2_pay_0003194,v2_benchmark_merchant,ord_0010593,INR,618400,38611,0,579789,captured,True,True,True,2010-07-25T19:18:12.409507794Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0003195,v2_pay_0003195,v2_benchmark_merchant,ord_0010132,INR,150000,36962,0,113038,captured,True,True,True,2010-07-25T20:08:50.111889234Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0003196,v2_pay_0003196,v2_benchmark_merchant,ord_0010646,INR,1563000,0,0,1563000,captured,True,True,True,2010-07-25T23:33:33.522835688Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0003197,v2_pay_0003197,v2_benchmark_merchant,ord_0010632,INR,1365000,369682,0,995318,captured,True,True,True,2010-07-25T23:52:41.668879897Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0003198,v2_pay_0003198,v2_benchmark_merchant,ord_0011017,INR,3296400,0,0,3296400,captured,True,True,True,2010-07-26T00:58:04.663840184Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0003199,v2_pay_0003199,v2_benchmark_merchant,ord_0011038,INR,349000,0,0,349000,captured,True,True,True,2010-07-26T02:44:07.994514992Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0003200,v2_pay_0003200,v2_benchmark_merchant,ord_0010469,INR,2105900,0,0,2105900,captured,True,True,True,2010-07-26T04:09:08.800654218Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0003201,v2_pay_0003201,v2_benchmark_merchant,ord_0010643,INR,3005600,376546,0,2629054,captured,True,True,True,2010-07-26T05:03:00.683070290Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0003202,v2_pay_0003202,v2_benchmark_merchant,ord_0011063,INR,276000,79987,0,196013,captured,True,True,True,2010-07-26T06:09:27.739512234Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0003203,v2_pay_0003203,v2_benchmark_merchant,ord_0010996,INR,5090000,0,0,5090000,captured,True,True,True,2010-07-26T09:39:29.027738685Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0003204,v2_pay_0003204,v2_benchmark_merchant,ord_0010783,INR,3609000,0,0,3609000,captured,True,True,True,2010-07-26T09:46:50.062396246Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0003205,v2_pay_0003205,v2_benchmark_merchant,ord_0011211,INR,1168500,115178,0,1053322,captured,True,True,True,2010-07-26T11:47:59.920725862Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0003206,v2_pay_0003206,v2_benchmark_merchant,ord_0010666,INR,4154800,0,0,4154800,captured,True,True,True,2010-07-26T14:30:52.714677915Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0003207,v2_pay_0003207,v2_benchmark_merchant,ord_0011120,INR,6170500,0,0,6170500,captured,True,True,True,2010-07-26T16:26:44.903985060Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0003208,v2_pay_0003208,v2_benchmark_merchant,ord_0011008,INR,438000,0,0,438000,captured,True,True,True,2010-07-26T17:35:20.085423676Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0003209,v2_pay_0003209,v2_benchmark_merchant,ord_0010627,INR,3414000,0,0,3414000,captured,True,True,True,2010-07-26T18:03:32.507118740Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0003210,v2_pay_0003210,v2_benchmark_merchant,ord_0010509,INR,3424400,0,0,3424400,captured,True,True,True,2010-07-26T18:55:38.702340964Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0003211,v2_pay_0003211,v2_benchmark_merchant,ord_0011146,INR,2562200,0,0,2562200,captured,True,True,True,2010-07-26T21:02:19.693577469Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0003212,v2_pay_0003212,v2_benchmark_merchant,ord_0010498,INR,3029300,0,0,3029300,captured,True,True,True,2010-07-26T21:12:03.431080392Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0003213,v2_pay_0003213,v2_benchmark_merchant,ord_0010450,INR,3781800,0,0,3781800,captured,True,True,True,2010-07-26T22:14:42.377455844Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0003214,v2_pay_0003214,v2_benchmark_merchant,ord_0010951,INR,7528400,0,0,7528400,captured,True,True,True,2010-07-26T23:53:33.927211014Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0003215,v2_pay_0003215,v2_benchmark_merchant,ord_0010962,INR,2642600,0,0,2642600,captured,True,True,True,2010-07-27T00:16:27.751308110Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0003216,v2_pay_0003216,v2_benchmark_merchant,ord_0010900,INR,19308000,0,0,19308000,captured,True,True,True,2010-07-27T04:49:46.346663822Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0003217,v2_pay_0003217,v2_benchmark_merchant,ord_0010497,INR,2676500,426076,0,2250424,captured,True,True,True,2010-07-27T05:07:12.614918806Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0003218,v2_pay_0003218,v2_benchmark_merchant,ord_0010950,INR,5723500,0,0,5723500,captured,True,True,True,2010-07-27T06:02:17.346004706Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0003219,v2_pay_0003219,v2_benchmark_merchant,ord_0010688,INR,8979700,0,0,8979700,captured,True,True,True,2010-07-27T06:06:35.935607607Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0003220,v2_pay_0003220,v2_benchmark_merchant,ord_0011206,INR,2255800,0,0,2255800,captured,True,True,True,2010-07-27T06:40:28.795764214Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0003221,v2_pay_0003221,v2_benchmark_merchant,ord_0010641,INR,3033500,0,0,3033500,captured,True,True,True,2010-07-27T09:44:31.509697268Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0003222,v2_pay_0003222,v2_benchmark_merchant,ord_0011237,INR,2242800,0,0,2242800,captured,True,True,True,2010-07-27T10:11:17.125209477Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0003223,v2_pay_0003223,v2_benchmark_merchant,ord_0010376,INR,3066300,0,0,3066300,captured,True,True,True,2010-07-27T13:55:33.187753542Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0003224,v2_pay_0003224,v2_benchmark_merchant,ord_0010539,INR,2014000,0,0,2014000,captured,True,True,True,2010-07-27T15:45:39.399782534Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0003225,v2_pay_0003225,v2_benchmark_merchant,ord_0010466,INR,3667500,0,0,3667500,captured,True,True,True,2010-07-27T15:51:33.715706077Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0003226,v2_pay_0003226,v2_benchmark_merchant,ord_0010361,INR,5270400,0,0,5270400,captured,True,True,True,2010-07-27T16:37:28.346879932Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0003227,v2_pay_0003227,v2_benchmark_merchant,ord_0010757,INR,3757600,1012160,0,2745440,captured,True,True,True,2010-07-27T17:47:51.314389016Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0003228,v2_pay_0003228,v2_benchmark_merchant,ord_0010840,INR,2617600,0,0,2617600,captured,True,True,True,2010-07-27T20:02:48.026867306Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0003229,v2_pay_0003229,v2_benchmark_merchant,ord_0010432,INR,1412500,0,0,1412500,captured,True,True,True,2010-07-27T22:07:30.216421885Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0003230,v2_pay_0003230,v2_benchmark_merchant,ord_0010670,INR,2791800,0,0,2791800,captured,True,True,True,2010-07-27T22:35:14.796842151Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0003231,v2_pay_0003231,v2_benchmark_merchant,ord_0010613,INR,57200,0,0,57200,captured,True,True,True,2010-07-28T02:21:53.075212506Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0003232,v2_pay_0003232,v2_benchmark_merchant,ord_0011168,INR,515000,148821,0,366179,captured,True,True,True,2010-07-28T07:06:34.909182279Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0003233,v2_pay_0003233,v2_benchmark_merchant,ord_0011133,INR,9775800,1171883,0,8603917,captured,True,True,True,2010-07-28T07:08:52.904861136Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0003234,v2_pay_0003234,v2_benchmark_merchant,ord_0011105,INR,3398500,0,0,3398500,captured,True,True,True,2010-07-28T11:17:13.318358124Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0003235,v2_pay_0003235,v2_benchmark_merchant,ord_0010448,INR,183000,38554,0,144446,captured,True,True,True,2010-07-28T11:29:08.043807450Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0003236,v2_pay_0003236,v2_benchmark_merchant,ord_0011136,INR,36788600,0,0,36788600,captured,True,True,True,2010-07-28T15:26:14.060086104Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0003237,v2_pay_0003237,v2_benchmark_merchant,ord_0010877,INR,432000,145267,0,286733,captured,True,True,True,2010-07-28T16:09:47.670143186Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0003238,v2_pay_0003238,v2_benchmark_merchant,ord_0010907,INR,1764000,0,0,1764000,captured,True,True,True,2010-07-28T17:45:37.487445695Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0003239,v2_pay_0003239,v2_benchmark_merchant,ord_0010618,INR,1928800,0,0,1928800,captured,True,True,True,2010-07-29T00:37:50.905814754Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0003240,v2_pay_0003240,v2_benchmark_merchant,ord_0010479,INR,1390600,0,0,1390600,captured,True,True,True,2010-07-29T01:56:56.609328422Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0003241,v2_pay_0003241,v2_benchmark_merchant,ord_0010456,INR,5361700,0,0,5361700,captured,True,True,True,2010-07-29T03:57:07.845850768Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0003242,v2_pay_0003242,v2_benchmark_merchant,ord_0010457,INR,8500,0,0,8500,captured,True,True,True,2010-07-29T06:17:18.617617814Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0003243,v2_pay_0003243,v2_benchmark_merchant,ord_0010812,INR,2007000,0,0,2007000,captured,True,True,True,2010-07-29T07:48:43.124791136Z,SIMULATED_PAYMENT_LEDGER
