customer_id,created_at,country,account_status
cus_4272dab40f38c74a,2011-10-06T10:22:00Z,United Kingdom,active
cus_38be1832fe3bec14,2010-04-13T13:50:00Z,United Kingdom,active
cus_54ab1577dba23546,2010-05-25T14:29:00Z,United Kingdom,active
cus_a7e49300b2664017,2010-03-03T14:41:00Z,United Kingdom,active
cus_c6d6bfd35ecd0c14,2009-12-07T17:26:00Z,United Kingdom,active
cus_7071f50411896dee,2010-08-25T19:57:00Z,United Kingdom,active
cus_45b69b94bae0662c,2011-05-22T08:52:00Z,United Kingdom,active
cus_af8bc9186a08f41b,2011-05-18T17:22:00Z,United Kingdom,active
cus_b5a54a453f9f6975,2010-05-12T11:57:00Z,United Kingdom,active
cus_98423bdda89c62b8,2010-01-21T14:32:00Z,United Kingdom,active
cus_e85ee2814525c05a,2009-12-05T15:15:00Z,United Kingdom,active
cus_ab14c4fdbd14b63c,2010-05-05T16:02:00Z,United Kingdom,active
cus_292ae8507d5a6cc4,2010-05-12T10:32:00Z,United Kingdom,active
cus_7f75cdc6dbf9ae87,2011-02-14T11:30:00Z,United Kingdom,active
cus_cb58e1ecaf18abce,2011-02-01T12:54:00Z,United Kingdom,active
cus_ef8116de01b2b5f0,2010-10-23T15:42:00Z,United Kingdom,active
cus_b251e4b5f715faa4,2011-03-09T09:30:00Z,United Kingdom,active
cus_3dfd201fe21697c8,2010-03-24T13:46:00Z,United Kingdom,active
cus_1f6666fd1fccc068,2010-01-04T09:29:00Z,United Kingdom,active
cus_09ff41d5aa73e790,2011-02-17T11:18:00Z,United Kingdom,active
cus_ec14e43c9c6f86c1,2009-12-06T11:41:00Z,United Kingdom,active
cus_c54c76601b681a5a,2010-01-16T12:22:00Z,United Kingdom,active
cus_ede8777119cad06b,2011-03-07T12:04:00Z,United Kingdom,active
cus_49ac82514cde15c0,2010-07-05T16:52:00Z,United Kingdom,active
cus_1755252827e8841f,2010-02-28T16:31:00Z,United Kingdom,active
cus_2891a5f19e1f7ace,2010-10-11T08:43:00Z,United Kingdom,active
cus_3f0b38f65f30e116,2009-12-07T13:42:00Z,United Kingdom,active
cus_aa6310a77724c34d,2009-11-30T11:10:00Z,United Kingdom,active
cus_542590e707b642b7,2011-05-31T12:46:00Z,United Kingdom,active
cus_531f177498da8972,2010-06-16T09:30:00Z,Denmark,active
cus_1642c903abc7f9c6,2010-05-25T15:48:00Z,United Kingdom,active
cus_a14db3b7e2673c19,2011-09-27T15:07:00Z,United Kingdom,active
cus_44ea7c7c34bb9ab7,2010-09-27T16:12:00Z,United Kingdom,active
cus_5348a57510327efd,2011-07-28T15:59:00Z,United Kingdom,active
cus_a3651b564b886dee,2010-01-13T07:25:00Z,United Kingdom,active
cus_ebb14c6fd589b042,2009-12-02T10:26:00Z,United Kingdom,active
cus_1cde7f615c982fa1,2011-07-13T13:35:00Z,United Kingdom,active
cus_c6725862b74df777,2010-10-20T14:21:00Z,United Kingdom,active
cus_26c3c9f82c61582a,2010-04-05T12:43:00Z,United Kingdom,active
cus_11accc1b30530ef5,2011-07-17T16:05:00Z,United Kingdom,active
cus_a12543e47864d6f3,2009-12-15T16:10:00Z,United Kingdom,active
cus_e67dbc3ba04389fd,2009-12-03T11:07:00Z,United Kingdom,active
cus_166454e7c14ee970,2009-12-03T12:14:00Z,United Kingdom,active
cus_ded824033d2e19ee,2011-04-06T11:29:00Z,United Kingdom,active
cus_63e0b3fec8bfa77d,2011-02-17T15:21:00Z,United Kingdom,active
cus_b8d012d37ec01a8a,2009-12-15T09:41:00Z,United Kingdom,active
cus_5dd5d0aef6db158b,2009-12-10T12:58:00Z,United Kingdom,active
cus_169dadfd1d9519fb,2011-09-29T10:52:00Z,United Kingdom,active
cus_760c5d9ce749c74b,2010-11-28T17:35:00Z,United Kingdom,active
cus_774e0889ef9676f8,2011-03-12T12:51:00Z,United Kingdom,active
cus_da0b4230b690a6e4,2010-02-18T10:32:00Z,United Kingdom,active
cus_f0bba1473af89f95,2009-12-04T13:12:00Z,United Kingdom,active
cus_790605b191358d17,2010-07-15T15:11:00Z,United Kingdom,active
cus_0b7fb82e4cbbb12a,2011-09-28T12:39:00Z,United Kingdom,active
cus_aa91343ded28e358,2010-04-20T16:20:00Z,United Kingdom,active
cus_3013a98904d23087,2010-10-04T12:38:00Z,United Kingdom,active
cus_9f54a5a8eb62fb90,2010-01-04T15:21:00Z,United Kingdom,active
cus_be026aa05de3dc0e,2010-03-24T13:15:00Z,United Kingdom,active
cus_357448428d464673,2010-01-25T09:51:00Z,United Kingdom,active
cus_bd3509e73dea59ea,2011-05-21T11:34:00Z,United Kingdom,active
cus_e2c139a2efaa28a1,2010-05-05T17:55:00Z,United Kingdom,active
cus_53beefb8e78afc07,2010-02-01T11:10:00Z,United Kingdom,active
cus_71f36f648e29ca01,2010-02-08T13:08:00Z,United Kingdom,active
cus_fa839dc4d8ff0220,2010-10-23T14:08:00Z,United Kingdom,active
cus_08bdaac2ba70583c,2009-12-02T10:02:00Z,United Kingdom,active
cus_48c922e90fc4df10,2010-02-20T14:18:00Z,United Kingdom,active
cus_af47e308ee3c9703,2010-01-19T14:04:00Z,United Kingdom,active
cus_95d245a3fd1482ad,2009-12-08T13:53:00Z,United Kingdom,active
cus_1f80bc1a892f9b0d,2009-12-06T11:51:00Z,United Kingdom,active
cus_52e4cc9976b8d58e,2010-02-08T13:56:00Z,United Kingdom,active
cus_31fec0bb23e70416,2010-11-03T09:54:00Z,United Kingdom,active
cus_a7d827b946520782,2010-03-23T11:05:00Z,United Kingdom,active
cus_98924956c69ab1cf,2010-05-24T12:13:00Z,United Kingdom,active
cus_0183ac6a01783603,2011-07-18T12:58:00Z,United Kingdom,active
cus_b18b17b46e55436f,2010-09-01T17:04:00Z,United Kingdom,active
cus_ffda9196708e65db,2009-12-02T11:57:00Z,United Kingdom,active
cus_b768bd1805c16f78,2011-07-13T18:28:00Z,United Kingdom,active
cus_29e35fbdeaa15e79,2009-12-17T12:43:00Z,United Kingdom,active
cus_075f43cbe9caafc2,2010-11-04T15:07:00Z,United Kingdom,active
cus_4a5a3bb2c6705817,2010-05-11T13:18:00Z,United Kingdom,active
cus_70fd58c87e70f457,2009-12-04T12:42:00Z,United Kingdom,active
cus_d4972bf4ca3d6ca3,2009-12-01T09:50:00Z,United Kingdom,active
cus_dbf9fd0ae006a8c6,2010-08-02T12:49:00Z,United Kingdom,active
cus_b71421e4c50ebe68,2010-09-29T09:39:00Z,United Kingdom,active
cus_86823d5fc2f345bb,2011-05-07T10:33:00Z,United Kingdom,active
cus_cc5d243c40587ede,2010-02-24T09:45:00Z,United Kingdom,active
cus_7b0548a1407d6d8b,2010-09-02T12:08:00Z,United Kingdom,active
cus_62ff2d223bc72f77,2010-04-10T13:40:00Z,United Kingdom,active
cus_8895c5a155876f47,2009-12-06T18:09:00Z,United Kingdom,active
cus_dd8abfeee62bf2d0,2010-05-11T09:04:00Z,United Kingdom,active
cus_16558d54b516e4b6,2010-01-07T14:12:00Z,EIRE,active
cus_bd1fbbdc07c7d048,2011-07-23T15:39:00Z,United Kingdom,active
cus_757d1816fad3048f,2010-06-27T15:29:00Z,United Kingdom,active
cus_23c27dd987158a60,2010-04-25T11:22:00Z,United Kingdom,active
cus_36cd96fa49b73f32,2010-08-09T09:38:00Z,United Kingdom,active
cus_4fa4c6306fb2520e,2011-04-02T15:50:00Z,United Kingdom,active
cus_6d63b7d7ef818092,2010-05-04T09:56:00Z,United Kingdom,active
cus_0cff311fe6fd7ac3,2010-03-23T14:10:00Z,United Kingdom,active
cus_41e1d2b324aaa426,2010-06-06T12:02:00Z,United Kingdom,active
cus_68b80150570e3025,2011-07-17T16:57:00Z,United Kingdom,active
cus_35f78ef9914c358b,2009-11-30T13:38:00Z,United Kingdom,active
cus_aef7e736106b0206,2009-12-02T15:35:00Z,United Kingdom,active
cus_43dc285024dbb064,2009-12-13T12:02:00Z,United Kingdom,active
cus_e26d778b0adef8f9,2011-07-04T13:06:00Z,United Kingdom,active
cus_e9a81059bd802f45,2010-04-05T12:39:00Z,United Kingdom,active
cus_0acdfde330c15de5,2009-12-06T11:39:00Z,United Kingdom,active
cus_c25eee931b1a48c4,2010-02-03T08:56:00Z,United Kingdom,active
cus_98cc84120d200be3,2010-05-12T10:15:00Z,United Kingdom,active
cus_2b3a0cbf66f48187,2009-11-30T12:14:00Z,United Kingdom,active
cus_b349909b2acb8102,2010-01-23T15:14:00Z,United Kingdom,active
cus_bf90063c064717a5,2010-01-07T10:08:00Z,United Kingdom,active
cus_20f17b9d6706f69e,2010-01-31T10:05:00Z,United Kingdom,active
cus_2bda8ede52a5d090,2010-03-31T14:52:00Z,United Kingdom,active
cus_649c3fe33ebec32f,2011-08-24T13:46:00Z,United Kingdom,active
cus_262ce3566421a463,2009-12-02T11:53:00Z,United Kingdom,active
cus_81d3c337ccc44b75,2010-11-13T11:37:00Z,United Kingdom,active
cus_fc02f3eeff4a24a3,2010-08-09T11:02:00Z,United Kingdom,active
cus_1530db82c9ad32c9,2011-10-04T15:49:00Z,United Kingdom,active
cus_44881733850f9289,2011-02-27T15:19:00Z,United Kingdom,active
cus_c99ec38a80915443,2009-12-02T13:17:00Z,United Kingdom,active
cus_4076e851d15001bd,2010-06-26T11:29:00Z,United Kingdom,active
cus_26d13c65144d18f9,2011-03-17T10:06:00Z,United Kingdom,active
cus_b5c30f803817f7aa,2010-03-10T09:47:00Z,United Kingdom,active
cus_20e2c1952dd78568,2009-12-09T14:28:00Z,United Kingdom,active
cus_1224e3d02ccce734,2009-12-07T13:46:00Z,United Kingdom,active
cus_3c45a6413cb7936a,2010-01-20T13:22:00Z,United Kingdom,active
cus_5f66245e3ee16ded,2010-01-30T10:10:00Z,United Kingdom,active
cus_c00b1cbc14358bff,2010-05-26T12:30:00Z,United Kingdom,active
cus_f29675a326aecffe,2011-03-19T11:33:00Z,United Kingdom,active
cus_a9b8233c16f43fb6,2010-06-15T14:47:00Z,United Kingdom,active
cus_76ef50d6bb17e918,2010-11-08T16:01:00Z,United Kingdom,active
cus_f365bb661811cdf3,2010-03-27T15:05:00Z,United Kingdom,active
cus_b156bee89c572632,2009-12-01T15:01:00Z,United Kingdom,active
cus_0cc7ccfbd5569b85,2009-12-09T18:27:00Z,United Kingdom,active
cus_1ca5c945e011d154,2010-11-11T11:47:00Z,United Kingdom,active
cus_c1318074cb883a45,2009-12-07T13:41:00Z,United Kingdom,active
cus_9c60973e91aac3d5,2009-12-03T15:27:00Z,United Kingdom,active
cus_92862405bb282dc0,2010-10-13T19:46:00Z,United Kingdom,active
cus_4bedf7790033c262,2011-01-18T10:51:00Z,United Kingdom,active
cus_824ef7faf3de65a3,2010-01-09T13:41:00Z,United Kingdom,active
cus_bebdb4a6906ace19,2009-12-15T16:24:00Z,United Kingdom,active
cus_155a02e12fdf90fa,2010-09-25T11:58:00Z,United Kingdom,active
cus_13e0435f979a0ff7,2011-08-29T10:49:00Z,United Kingdom,active
cus_63ffb12cec17f560,2009-12-09T11:55:00Z,United Kingdom,active
cus_3306c4f4458d2f77,2010-03-27T13:36:00Z,United Kingdom,active
cus_2792ca835ae7ca88,2011-10-25T12:46:00Z,United Kingdom,active
cus_900d5ab42cb44b37,2010-05-27T16:11:00Z,United Kingdom,active
cus_a6fd8816c33a12df,2009-12-17T16:57:00Z,United Kingdom,active
cus_959724f649c753b2,2009-12-08T14:20:00Z,United Kingdom,active
cus_7499011c36aea436,2009-11-30T18:07:00Z,United Kingdom,active
cus_a927d3f0fb83b0eb,2011-09-27T10:18:00Z,United Kingdom,active
cus_e3b6ae41b29f8e6e,2009-11-30T09:50:00Z,United Kingdom,active
cus_14560a03f7871f03,2011-04-11T11:36:00Z,United Kingdom,active
cus_60a1e9888e33ee11,2009-12-16T17:56:00Z,United Kingdom,active
cus_6856342b22c510a7,2009-12-06T10:44:00Z,United Kingdom,active
cus_b4bf03318406ffd2,2010-04-11T11:07:00Z,United Kingdom,active
cus_d88b639742d3afed,2010-02-10T11:44:00Z,United Kingdom,active
cus_6e3486a21dd36e23,2011-08-09T12:44:00Z,United Kingdom,active
cus_73cbbb448cb11ecc,2009-12-20T14:52:00Z,United Kingdom,active
cus_368f9bc5358916d5,2011-10-10T10:39:00Z,United Kingdom,active
cus_b8f446b2ec423670,2009-12-01T14:22:00Z,United Kingdom,active
cus_7d674e89493b7480,2010-09-20T14:51:00Z,United Kingdom,active
cus_8c781393c26e6699,2010-10-09T11:53:00Z,United Kingdom,active
cus_d798d9217d88e0d1,2010-05-08T14:54:00Z,United Kingdom,active
cus_54d2e6b0153e82d5,2009-12-10T16:33:00Z,United Kingdom,active
cus_d0857d2af90b785d,2011-06-08T12:04:00Z,United Kingdom,active
cus_540b6241a8478b76,2009-12-05T12:10:00Z,United Kingdom,active
cus_e2c8f79ae3aa570b,2009-12-09T09:25:00Z,United Kingdom,active
cus_7e993316998c8284,2009-12-01T08:58:00Z,United Kingdom,active
cus_5b39126fa2aa5518,2009-12-07T09:19:00Z,United Kingdom,active
cus_28f66bd018dd8b6b,2010-01-12T12:30:00Z,United Kingdom,active
cus_9701363bb1e4a546,2010-06-14T09:17:00Z,United Kingdom,active
cus_4b3daeb4adccdee8,2011-11-07T11:20:00Z,United Kingdom,active
cus_1f7c288ecc829ae1,2011-08-25T14:40:00Z,United Kingdom,active
cus_3c274c6e7ecb21c4,2010-03-02T15:13:00Z,United Kingdom,active
cus_8ac9926f42ea5d4d,2010-04-07T09:47:00Z,United Kingdom,active
cus_d5ac66d78749f0bd,2010-01-12T16:04:00Z,United Kingdom,active
cus_534759856b5d8989,2010-03-08T13:43:00Z,United Kingdom,active
cus_e7412e8d1e0c7594,2009-12-22T10:54:00Z,United Kingdom,active
cus_6033c822118e9100,2010-02-17T13:57:00Z,United Kingdom,active
cus_5b0b2964cdc63407,2010-01-12T12:47:00Z,United Kingdom,active
cus_918d08a1f19e0d57,2011-03-17T14:13:00Z,United Kingdom,active
cus_96045bcde49cc135,2009-11-30T12:30:00Z,EIRE,active
cus_2751bc9ab61131d2,2009-12-02T12:31:00Z,United Kingdom,active
cus_ca9edaa64e3e499b,2010-01-09T12:06:00Z,United Kingdom,active
cus_6e04ccaadd1903b3,2009-12-12T11:46:00Z,United Kingdom,active
cus_8263a0e80c1da4b2,2011-02-19T12:32:00Z,United Kingdom,active
cus_4f01211826d66e2f,2010-09-02T17:15:00Z,United Kingdom,active
cus_ed3b18b0e56832c0,2011-03-08T12:39:00Z,United Kingdom,active
cus_66dd6f673e4c8762,2010-01-26T16:07:00Z,United Kingdom,active
cus_8850e87898664c24,2010-05-23T12:28:00Z,United Kingdom,active
cus_3e63a6720b9a58a7,2010-09-20T13:39:00Z,United Kingdom,active
cus_c9801d503586889a,2010-11-08T14:06:00Z,United Kingdom,active
cus_58d27048cd3502ec,2009-12-08T13:50:00Z,United Kingdom,active
cus_c546a5b43a52f4cc,2010-03-06T10:58:00Z,United Kingdom,active
cus_9e8dae8540125389,2010-03-21T10:43:00Z,United Kingdom,active
cus_93a268c0f38dfa3a,2010-11-22T13:21:00Z,United Kingdom,active
cus_1c2038f58ac7ab17,2010-02-25T11:59:00Z,United Kingdom,active
cus_20f498285b371952,2011-06-09T12:51:00Z,United Kingdom,active
cus_6e0af91666754d92,2011-10-17T14:00:00Z,United Kingdom,active
cus_0a5853bf77210231,2010-06-08T14:56:00Z,United Kingdom,active
cus_daf580f26fa54e12,2010-04-21T15:36:00Z,United Kingdom,active
cus_d4035fe7dc23f040,2010-08-14T15:36:00Z,United Kingdom,active
cus_f560e2d6d295feec,2011-10-03T12:43:00Z,United Kingdom,active
cus_55b0529d70b0f6d8,2011-01-11T13:52:00Z,United Kingdom,active
cus_6ca6101b89234fae,2010-03-04T11:17:00Z,United Kingdom,active
cus_8e143a7f59673d84,2011-02-01T13:46:00Z,United Kingdom,active
cus_bc6e2fcb8749b007,2010-11-15T09:28:00Z,United Kingdom,active
cus_40fab0542e7d77bd,2009-12-10T10:47:00Z,United Kingdom,active
cus_92073abb7b179aea,2010-11-07T12:31:00Z,United Kingdom,active
cus_2f70fd1a62cc1798,2009-12-09T19:18:00Z,United Kingdom,active
cus_439e4d044cf68bf5,2010-03-14T17:12:00Z,United Kingdom,active
cus_1528badca09b4c6e,2011-08-24T10:25:00Z,United Kingdom,active
cus_19e6e8afb3652085,2010-10-24T10:01:00Z,United Kingdom,active
cus_3a8f479ed6d6cc5f,2010-01-04T10:07:00Z,United Kingdom,active
cus_841bbc67edbc3d5c,2010-06-26T12:13:00Z,United Kingdom,active
cus_6da4d0f02e99669d,2010-03-31T13:01:00Z,United Kingdom,active
cus_a42f027357903d75,2010-04-29T13:00:00Z,United Kingdom,active
cus_5cdb5892f7547c07,2009-12-01T13:26:00Z,United Kingdom,active
cus_8c7bfa00c25cfe45,2010-03-06T12:20:00Z,United Kingdom,active
cus_b1c94fa4c18c8a6b,2010-06-05T13:11:00Z,United Kingdom,active
cus_f25ee0c3ecedeb80,2009-12-06T17:52:00Z,United Kingdom,active
cus_fdef9615ebf8b495,2010-01-05T10:17:00Z,United Kingdom,active
cus_0226d92643cddf5d,2009-12-08T12:48:00Z,United Kingdom,active
cus_22f32334e443b79d,2009-12-07T09:35:00Z,United Kingdom,active
cus_02166feba18f3efd,2010-06-29T12:54:00Z,United Kingdom,active
cus_7244f032b207befd,2010-05-18T13:26:00Z,United Kingdom,active
cus_775029fc4078da83,2009-12-03T10:28:00Z,United Kingdom,active
cus_bb81fad375e81ac8,2010-06-12T13:46:00Z,United Kingdom,active
cus_d04df82235d23155,2010-01-11T15:02:00Z,United Kingdom,active
cus_21610b48ff152a27,2010-09-23T14:32:00Z,United Kingdom,active
cus_172b0bde4eb9e378,2010-02-07T09:38:00Z,United Kingdom,active
cus_33d369602ce0add9,2010-06-10T12:29:00Z,United Kingdom,active
cus_38bb2c6b1d18f123,2010-06-08T13:56:00Z,United Kingdom,active
cus_a7207002e2e79f8e,2011-03-19T12:44:00Z,United Kingdom,active
cus_0f135bc5c5dc2ed8,2010-03-04T16:35:00Z,United Kingdom,active
cus_fabd240fda6b944a,2010-03-29T13:36:00Z,United Kingdom,active
cus_4cff3bf411d04374,2010-07-21T14:27:00Z,United Kingdom,active
cus_1f31ffefd639eba6,2009-12-04T10:58:00Z,United Kingdom,active
cus_dbb094df01c10089,2009-12-04T12:36:00Z,United Kingdom,active
cus_9c6355b212e7bb5d,2010-10-11T12:48:00Z,United Kingdom,active
cus_f8d41e7c76c59da4,2010-01-11T15:11:00Z,United Kingdom,active
cus_14a7c14503c13062,2010-08-19T13:41:00Z,United Kingdom,active
cus_865ce4b8cd1baefe,2011-04-07T08:25:00Z,United Kingdom,active
cus_7fc18a870c143a1c,2010-06-05T15:07:00Z,United Kingdom,active
cus_1e1bbd8751025ad9,2010-01-28T14:21:00Z,United Kingdom,active
cus_10b5b2a0a0fae538,2011-09-10T13:44:00Z,United Kingdom,active
cus_baf06a5b5aa4bb80,2011-10-12T12:46:00Z,United Kingdom,active
cus_c97ae99c8196a9a0,2010-03-25T15:08:00Z,United Kingdom,active
cus_2229f0a38712fe09,2010-01-13T10:35:00Z,United Kingdom,active
cus_980e4a0d8c990640,2010-02-28T15:36:00Z,United Kingdom,active
cus_44ed298b74259843,2009-12-03T08:36:00Z,United Kingdom,active
cus_52e731938e028461,2011-09-21T10:47:00Z,United Kingdom,active
cus_bab2fdcb8dc78160,2011-04-12T12:23:00Z,United Kingdom,active
cus_b0e3ad739b01b5f0,2010-04-06T13:21:00Z,United Kingdom,active
cus_deecaadb408c7b68,2010-04-05T14:39:00Z,Unspecified,active
cus_03b350fe56771bfa,2009-12-07T19:09:00Z,United Kingdom,active
cus_5441b98206876c4c,2010-05-05T14:01:00Z,United Kingdom,active
cus_3d82ca7cfc41d03b,2011-04-10T13:24:00Z,United Kingdom,active
cus_abbbdf016e483c2b,2010-04-10T12:32:00Z,United Kingdom,active
cus_e82a0b900b3dc01c,2010-02-16T13:10:00Z,United Kingdom,active
cus_488d134479e1bf1d,2009-12-02T17:52:00Z,France,active
cus_df046c82df06dd68,2010-01-26T16:34:00Z,United Kingdom,active
cus_b864434ed282fffb,2010-02-14T11:22:00Z,United Kingdom,active
cus_3c66065d0410a711,2010-05-18T12:22:00Z,United Kingdom,active
cus_c67ca0428e5c471a,2009-12-07T14:13:00Z,United Kingdom,active
cus_fe00044315dfe4f7,2009-12-03T08:40:00Z,United Kingdom,active
cus_6d7ac50a38f71315,2011-05-24T11:41:00Z,United Kingdom,active
cus_e7586f3566d17849,2011-02-22T12:33:00Z,United Kingdom,active
cus_488cb8d5894e5e19,2009-12-07T11:44:00Z,United Kingdom,active
cus_1e92bfd116aacd93,2009-12-08T10:46:00Z,United Kingdom,active
cus_7e46d1b3b872f86f,2009-11-30T12:19:00Z,United Kingdom,active
cus_e78b7de70c9e5544,2009-12-09T10:57:00Z,United Kingdom,active
cus_b20837f6a5099c33,2010-10-27T16:25:00Z,United Kingdom,active
cus_7e144fb0e81b5109,2009-12-07T09:49:00Z,United Kingdom,active
cus_85cc45c804309b48,2010-05-13T14:34:00Z,United Kingdom,active
cus_8c922b88cac30bb6,2011-03-09T08:31:00Z,United Kingdom,active
cus_6c56947d0ee848b8,2009-12-10T13:49:00Z,United Kingdom,active
cus_08d0ea28e49e042b,2009-12-01T10:58:00Z,United Kingdom,active
cus_4a3ed6ddbbf92f26,2010-02-10T13:07:00Z,United Kingdom,active
cus_26202ec02c39f470,2010-05-17T10:50:00Z,United Kingdom,active
cus_f026bc88b8119c5f,2010-01-30T13:42:00Z,United Kingdom,active
cus_1943b9be233016b6,2009-12-06T13:06:00Z,United Kingdom,active
cus_5f23df35055400df,2010-06-06T10:24:00Z,United Kingdom,active
cus_4ed8214bd5c7a963,2010-07-22T15:05:00Z,United Kingdom,active
cus_b8116796d37a3e0d,2010-03-18T15:18:00Z,United Kingdom,active
cus_cd5d9ad1aa992cb9,2009-12-10T11:59:00Z,United Kingdom,active
cus_b326d12711a17f9b,2010-01-20T11:44:00Z,United Kingdom,active
cus_2a72d47669ba2415,2010-08-22T12:56:00Z,United Kingdom,active
cus_3dd0572bfe41cd9a,2010-02-17T08:49:00Z,United Kingdom,active
cus_555b1a8a4112406a,2011-04-14T11:44:00Z,United Kingdom,active
cus_d530dcef68fe02bd,2010-01-14T13:31:00Z,United Kingdom,active
cus_7ff672e298ad17fd,2010-06-24T12:10:00Z,United Kingdom,active
cus_6353b307d61edf78,2010-01-07T14:04:00Z,United Kingdom,active
cus_545f7d4485d3f306,2009-12-15T15:31:00Z,United Kingdom,active
cus_efdcd98a1aefdc93,2011-07-26T15:14:00Z,United Kingdom,active
cus_f0c9e0051e5331d5,2010-10-18T13:01:00Z,United Kingdom,active
cus_37bda43212341bec,2010-05-19T10:04:00Z,United Kingdom,active
cus_4516d6040d2186fb,2011-09-03T13:07:00Z,Germany,active
cus_af43d768ec470c1d,2011-03-07T16:48:00Z,United Kingdom,active
cus_7a6e9ce71d14749b,2010-06-20T10:32:00Z,United Kingdom,active
cus_95e9460351fa323f,2009-11-30T12:20:00Z,United Kingdom,active
cus_e8a3892db8713645,2010-08-23T13:03:00Z,United Kingdom,active
cus_59e3ba5b2a0c40ab,2010-01-17T16:47:00Z,United Kingdom,active
cus_cf166b2c389f00a1,2010-03-22T15:47:00Z,United Kingdom,active
cus_71d62cbd8186342c,2011-11-28T15:39:00Z,United Kingdom,active
cus_7813b05d76f07394,2011-06-27T11:56:00Z,United Kingdom,active
cus_34551b9323cf9499,2011-03-10T14:58:00Z,United Kingdom,active
cus_6aae5b2abc202df1,2010-10-03T12:38:00Z,United Kingdom,active
cus_5b53f5e95a155e68,2010-01-25T17:24:00Z,United Kingdom,active
cus_dbc6ed2033b19ea3,2011-09-12T09:03:00Z,United Kingdom,active
cus_04f934b151e75801,2011-09-05T11:58:00Z,United Kingdom,active
cus_2d7c202ed903f301,2010-05-09T12:29:00Z,United Kingdom,active
cus_d4dcaae052d0ae20,2010-09-13T14:39:00Z,United Kingdom,active
cus_f6bcdd265d4af940,2011-05-11T12:56:00Z,United Kingdom,active
cus_272d31b902f76191,2010-01-26T09:44:00Z,United Kingdom,active
cus_18cab5b4bddb47df,2011-03-07T14:12:00Z,United Kingdom,active
cus_39b2d75661ca7efb,2010-01-31T08:35:00Z,United Kingdom,active
cus_c92e3d551479a5bc,2010-12-15T15:40:00Z,United Kingdom,active
cus_3996b7f52bd2bd01,2010-06-15T14:25:00Z,United Kingdom,active
cus_c67fed15ffb4257b,2010-06-15T14:34:00Z,United Kingdom,active
cus_3928b7983478093b,2010-01-24T15:36:00Z,United Kingdom,active
cus_00433017c25b41bd,2010-11-13T16:27:00Z,United Kingdom,active
cus_45ed38915ce474a2,2011-06-28T10:18:00Z,United Kingdom,active
cus_baf925bcc7ff30ce,2010-07-26T09:53:00Z,United Kingdom,active
cus_c865e63fbecaf042,2010-01-19T11:54:00Z,United Kingdom,active
cus_05a2b7962709822f,2009-12-09T19:13:00Z,United Kingdom,active
cus_e78f6a3ac3bc3c90,2010-10-09T14:30:00Z,United Kingdom,active
cus_e4fcbe4dec82827e,2011-05-04T18:16:00Z,United Kingdom,active
cus_f36e3d31f72ef642,2010-05-23T10:43:00Z,United Kingdom,active
cus_43a820cd64537266,2010-04-17T13:12:00Z,United Kingdom,active
cus_ce6fac6435c76efe,2009-12-01T14:21:00Z,United Kingdom,active
cus_14fa7b0c72984b94,2011-05-09T12:25:00Z,United Kingdom,active
cus_b31c2ceee3a25408,2010-06-29T11:57:00Z,United Kingdom,active
cus_2841f21e3a5c5ae3,2010-02-02T13:08:00Z,United Kingdom,active
cus_69945333b469a21e,2010-03-17T12:11:00Z,United Kingdom,active
cus_b32ae2f1224db1f9,2009-12-13T13:22:00Z,United Kingdom,active
cus_cb4ccfe53e0c7148,2010-03-09T14:00:00Z,United Kingdom,active
cus_ebf92a41e07a8da8,2009-12-19T14:40:00Z,United Kingdom,active
cus_c1526b8dba1ad65e,2011-08-11T16:54:00Z,United Kingdom,active
cus_c360286b4db69257,2011-03-07T11:59:00Z,United Kingdom,active
cus_908f20af90268c72,2009-12-06T12:18:00Z,United Kingdom,active
cus_d101ea0452b675f8,2010-05-20T16:45:00Z,United Kingdom,active
cus_f23a0d13409a79f5,2010-09-27T15:46:00Z,United Kingdom,active
cus_ea494e16a31526f3,2010-10-10T12:33:00Z,United Kingdom,active
cus_05ced6931a8f0adb,2010-01-18T14:27:00Z,United Kingdom,active
cus_7cb606e385377c88,2010-11-29T10:12:00Z,United Kingdom,active
cus_f6408eb4f341faf0,2009-12-15T14:08:00Z,United Kingdom,active
cus_c92d30d71fb9d802,2011-10-27T15:10:00Z,United Kingdom,active
cus_77fe1051e62040a3,2011-08-22T17:18:00Z,United Kingdom,active
cus_379ad1f15d525ea0,2010-11-21T11:09:00Z,United Kingdom,active
cus_6581007a82f0046c,2010-01-16T12:41:00Z,United Kingdom,active
cus_ddf5995d2802ef15,2010-01-16T11:30:00Z,United Kingdom,active
cus_71576051f07c6287,2009-12-16T12:12:00Z,United Kingdom,active
cus_0f71370ad2fe9e84,2010-01-13T11:49:00Z,United Kingdom,active
cus_ba93f3ef070bc7d8,2011-11-21T11:48:00Z,United Kingdom,active
cus_a7d3df59d4786bb2,2009-12-01T11:31:00Z,United Kingdom,active
cus_257ec0082dc3a17f,2010-03-03T14:36:00Z,United Kingdom,active
cus_8deb328c657b6c08,2010-03-17T09:49:00Z,United Kingdom,active
cus_054ce4fea37f8b66,2010-04-10T15:59:00Z,United Kingdom,active
cus_6165d91ba268ef34,2010-01-20T10:49:00Z,United Kingdom,active
cus_3924fdd6b04c2461,2011-09-10T14:09:00Z,United Kingdom,active
