order_id,customer_id,ordered_at,delivered_at,currency,gross_amount_paise,item_count,category,shipping_address_id,device_id
ord_0010119,cus_828679a9f5b1eeb8,2010-06-29T09:44:00Z,2010-07-05 09:44:00+00:00,INR,3300000,200,uci_product_group_d4,addr_828679a9f5b1eeb8,dev_828679a9f5b1eeb8
ord_0010663,cus_24f928bcd93b170c,2010-07-08T12:29:00Z,2010-07-12 12:29:00+00:00,INR,297000,6,uci_product_group_09,addr_24f928bcd93b170c,dev_24f928bcd93b170c
ord_0010728,cus_aef7e736106b0206,2010-07-09T15:31:00Z,2010-07-13 15:31:00+00:00,INR,5151200,118,uci_product_group_b1,addr_aef7e736106b0206,dev_aef7e736106b0206
ord_0010394,cus_af7f4c17b504897c,2010-07-04T10:45:00Z,2010-07-08 10:45:00+00:00,INR,3108300,218,uci_product_group_b1,addr_af7f4c17b504897c,dev_af7f4c17b504897c
ord_0010617,cus_6f7797d29a32c392,2010-07-07T14:53:00Z,2010-07-13 14:53:00+00:00,INR,2433600,144,uci_product_group_cc,v2_shared_address_0020,dev_6f7797d29a32c392
ord_0010557,cus_8372b95a76846224,2010-07-07T08:44:00Z,2010-07-15 08:44:00+00:00,INR,3672000,144,uci_product_group_10,addr_8372b95a76846224,dev_8372b95a76846224
ord_0009808,cus_c8d736864a1d4d71,2010-06-23T10:09:00Z,2010-06-28 10:09:00+00:00,INR,4950000,300,uci_product_group_f7,addr_c8d736864a1d4d71,dev_c8d736864a1d4d71
ord_0010710,cus_eafc930a1862bbe9,2010-07-09T11:44:00Z,2010-07-11 11:44:00+00:00,INR,22430600,598,uci_product_group_8e,v2_shared_address_0023,dev_eafc930a1862bbe9
ord_0010758,cus_ac0e63e336c09a1e,2010-07-11T17:12:00Z,2010-07-13 17:12:00+00:00,INR,1242300,67,uci_product_group_cd,addr_ac0e63e336c09a1e,dev_ac0e63e336c09a1e
ord_0010181,cus_0a5853bf77210231,2010-06-30T08:25:00Z,2010-07-05 08:25:00+00:00,INR,747000,6,simulated_defect_batch,addr_0a5853bf77210231,dev_0a5853bf77210231
ord_0010023,cus_e981dbaee127e0a2,2010-06-27T13:17:00Z,2010-07-01 13:17:00+00:00,INR,1748000,24,uci_product_group_f0,addr_e981dbaee127e0a2,dev_e981dbaee127e0a2
ord_0009809,cus_482c2337d1238c08,2010-06-23T10:19:00Z,2010-06-28 10:19:00+00:00,INR,3072400,232,uci_product_group_e2,v2_shared_address_0027,dev_482c2337d1238c08
ord_0009871,cus_5ef16c35b446145c,2010-06-24T09:51:00Z,2010-06-29 09:51:00+00:00,INR,15448700,1247,uci_product_group_f6,addr_5ef16c35b446145c,dev_5ef16c35b446145c
ord_0009765,cus_70a676e841a6a7de,2010-06-22T10:24:00Z,2010-06-27 10:24:00+00:00,INR,4898000,100,uci_product_group_aa,v2_shared_address_0029,dev_70a676e841a6a7de
ord_0010246,cus_6b15fe6ab77f805d,2010-06-30T15:34:00Z,2010-07-03 15:34:00+00:00,INR,6152100,360,uci_product_group_d9,addr_6b15fe6ab77f805d,v2_shared_device_0190
ord_0010323,cus_24f928bcd93b170c,2010-07-01T15:07:00Z,2010-07-04 15:07:00+00:00,INR,3366000,196,uci_product_group_34,addr_24f928bcd93b170c,v2_shared_device_0191
ord_0010137,cus_e380ee145c7e128a,2010-06-29T11:30:00Z,2010-07-02 11:30:00+00:00,INR,3511800,106,uci_product_group_09,addr_e380ee145c7e128a,dev_e380ee145c7e128a
ord_0010638,cus_0053b6c5c83a4b7d,2010-07-08T10:02:00Z,2010-07-15 10:02:00+00:00,INR,3006500,29,uci_product_group_3c,addr_0053b6c5c83a4b7d,dev_0053b6c5c83a4b7d
ord_0010349,cus_84ef8eb0ccda9820,2010-07-02T09:46:00Z,2010-07-09 09:46:00+00:00,INR,3256000,222,uci_product_group_d7,addr_84ef8eb0ccda9820,dev_84ef8eb0ccda9820
ord_0009997,cus_417d0ca887c2b4e9,2010-06-27T11:21:00Z,2010-07-04 11:21:00+00:00,INR,2904600,106,uci_product_group_44,addr_417d0ca887c2b4e9,dev_417d0ca887c2b4e9
ord_0010684,cus_e02719241987b4e0,2010-07-08T15:09:00Z,2010-07-13 15:09:00+00:00,INR,3063000,138,uci_product_group_4c,addr_e02719241987b4e0,v2_shared_device_0196
ord_0010856,cus_6c406acb4d2e6f5c,2010-07-13T15:32:00Z,2010-07-15 15:32:00+00:00,INR,42500,1,uci_product_group_90,addr_6c406acb4d2e6f5c,dev_6c406acb4d2e6f5c
ord_0010767,cus_e365ac9352c66636,2010-07-12T10:37:00Z,2010-07-15 10:37:00+00:00,INR,15838200,1072,uci_product_group_6a,addr_e365ac9352c66636,dev_e365ac9352c66636
ord_0010472,cus_10e3b6a0312d2c04,2010-07-05T13:38:00Z,2010-07-10 13:38:00+00:00,INR,201600,48,uci_product_group_f2,addr_10e3b6a0312d2c04,dev_10e3b6a0312d2c04
ord_0010344,cus_3c1a72550582ce7b,2010-07-01T19:16:00Z,2010-07-07 19:16:00+00:00,INR,2675400,285,uci_product_group_a0,addr_3c1a72550582ce7b,dev_3c1a72550582ce7b
ord_0009902,cus_df353bbaa916115f,2010-06-24T11:50:00Z,2010-06-28 11:50:00+00:00,INR,2942200,40,uci_product_group_6d,addr_df353bbaa916115f,dev_df353bbaa916115f
ord_0009974,cus_2b245b3c657f8f4c,2010-06-25T15:03:00Z,2010-07-03 15:03:00+00:00,INR,956200,110,uci_product_group_01,addr_2b245b3c657f8f4c,dev_2b245b3c657f8f4c
ord_0010860,cus_0730c8e6da73707f,2010-07-13T16:06:00Z,2010-07-17 16:06:00+00:00,INR,134500,11,uci_product_group_fe,addr_0730c8e6da73707f,dev_0730c8e6da73707f
ord_0010637,cus_321c2d137861e45f,2010-07-08T10:00:00Z,2010-07-16 10:00:00+00:00,INR,927600,72,uci_product_group_5a,addr_321c2d137861e45f,dev_321c2d137861e45f
ord_0010138,cus_4beca9e3b90ed4f2,2010-06-29T11:31:00Z,2010-07-01 11:31:00+00:00,INR,297000,6,uci_product_group_09,addr_4beca9e3b90ed4f2,dev_4beca9e3b90ed4f2
ord_0010070,cus_7e144fb0e81b5109,2010-06-28T12:22:00Z,2010-07-06 12:22:00+00:00,INR,7309000,303,uci_product_group_f2,addr_7e144fb0e81b5109,dev_7e144fb0e81b5109
ord_0010782,cus_78f52edacad4d058,2010-07-12T12:24:00Z,2010-07-15 12:24:00+00:00,INR,4262600,554,uci_product_group_b4,addr_78f52edacad4d058,dev_78f52edacad4d058
ord_0010549,cus_c05c6628849df4e7,2010-07-06T16:08:00Z,2010-07-08 16:08:00+00:00,INR,49500,1,uci_product_group_1a,addr_c05c6628849df4e7,dev_c05c6628849df4e7
ord_0010116,cus_515542cfe2311149,2010-06-29T09:28:00Z,2010-07-03 09:28:00+00:00,INR,3222400,193,uci_product_group_5f,addr_515542cfe2311149,dev_515542cfe2311149
ord_0010588,cus_df7b52717a3dd459,2010-07-07T11:31:00Z,2010-07-09 11:31:00+00:00,INR,1174200,29,uci_product_group_56,addr_df7b52717a3dd459,dev_df7b52717a3dd459
ord_0010346,cus_33c0c0f8fd7db6b2,2010-07-02T08:28:00Z,2010-07-05 08:28:00+00:00,INR,1018000,80,uci_product_group_fe,addr_33c0c0f8fd7db6b2,dev_33c0c0f8fd7db6b2
ord_0010644,cus_a4ced77f1a7a9caf,2010-07-08T10:31:00Z,2010-07-15 10:31:00+00:00,INR,4671300,374,simulated_defect_batch,v2_shared_address_0052,dev_a4ced77f1a7a9caf
ord_0010817,cus_c8d736864a1d4d71,2010-07-13T10:39:00Z,2010-07-17 10:39:00+00:00,INR,9900000,200,uci_product_group_1f,addr_c8d736864a1d4d71,v2_shared_device_0213
ord_0010173,cus_82f857bce72d108b,2010-06-29T15:34:00Z,2010-07-01 15:34:00+00:00,INR,1450000,1,uci_product_group_9a,addr_82f857bce72d108b,dev_82f857bce72d108b
ord_0010424,cus_f7b3d7fbf488b272,2010-07-05T10:07:00Z,2010-07-07 10:07:00+00:00,INR,15703000,345,uci_product_group_66,addr_f7b3d7fbf488b272,v2_shared_device_0215
ord_0010528,cus_bb7fdd3574b11bc1,2010-07-06T12:19:00Z,2010-07-12 12:19:00+00:00,INR,8292500,234,uci_product_group_0a,addr_bb7fdd3574b11bc1,dev_bb7fdd3574b11bc1
ord_0010485,cus_8372b95a76846224,2010-07-05T15:04:00Z,2010-07-13 15:04:00+00:00,INR,6399000,270,uci_product_group_09,addr_8372b95a76846224,dev_8372b95a76846224
ord_0010362,cus_3957b387a42cd8c4,2010-07-02T12:00:00Z,2010-07-10 12:00:00+00:00,INR,117000,6,uci_product_group_5f,addr_3957b387a42cd8c4,dev_3957b387a42cd8c4
ord_0010078,cus_5baf9f2b8b90cd9c,2010-06-28T13:12:00Z,2010-07-01 13:12:00+00:00,INR,12579100,319,uci_product_group_52,addr_5baf9f2b8b90cd9c,dev_5baf9f2b8b90cd9c
ord_0010218,cus_6b5e18288e2e9b94,2010-06-30T12:30:00Z,2010-07-03 12:30:00+00:00,INR,4239500,161,uci_product_group_a3,addr_6b5e18288e2e9b94,v2_shared_device_0220
ord_0010315,cus_262ce3566421a463,2010-07-01T14:28:00Z,2010-07-06 14:28:00+00:00,INR,3325000,62,uci_product_group_50,addr_262ce3566421a463,dev_262ce3566421a463
ord_0010649,cus_ba0325d0e4ef57b3,2010-07-08T11:33:00Z,2010-07-12 11:33:00+00:00,INR,3263000,192,uci_product_group_56,addr_ba0325d0e4ef57b3,v2_shared_device_0222
ord_0010639,cus_4417b9736aab552e,2010-07-08T10:06:00Z,2010-07-16 10:06:00+00:00,INR,5113800,119,uci_product_group_7c,addr_4417b9736aab552e,dev_4417b9736aab552e
ord_0010257,cus_9e244eba4adb06a2,2010-06-30T16:37:00Z,2010-07-04 16:37:00+00:00,INR,1923000,126,uci_product_group_a4,addr_9e244eba4adb06a2,dev_9e244eba4adb06a2
ord_0010631,cus_b7c5036d44f3203f,2010-07-07T17:25:00Z,2010-07-09 17:25:00+00:00,INR,2739600,151,uci_product_group_76,addr_b7c5036d44f3203f,dev_b7c5036d44f3203f
ord_0010908,cus_908d24b29c462170,2010-07-14T14:17:00Z,2010-07-19 14:17:00+00:00,INR,1110200,32,uci_product_group_50,addr_908d24b29c462170,dev_908d24b29c462170
ord_0009904,cus_f162eb2fb393c43b,2010-06-24T11:51:00Z,2010-07-02 11:51:00+00:00,INR,3097500,95,uci_product_group_ad,addr_f162eb2fb393c43b,dev_f162eb2fb393c43b
ord_0010311,cus_b9e9e46363cdfdf7,2010-07-01T14:15:00Z,2010-07-04 14:15:00+00:00,INR,799500,1,uci_product_group_33,addr_b9e9e46363cdfdf7,dev_b9e9e46363cdfdf7
ord_0010603,cus_b3cfb3c4145b77b3,2010-07-07T12:45:00Z,2010-07-10 12:45:00+00:00,INR,2099000,76,uci_product_group_28,addr_b3cfb3c4145b77b3,dev_b3cfb3c4145b77b3
ord_0010341,cus_58e97735fb6eb77b,2010-07-01T18:12:00Z,2010-07-07 18:12:00+00:00,INR,1043500,48,uci_product_group_b5,addr_58e97735fb6eb77b,dev_58e97735fb6eb77b
ord_0010295,cus_c09472f67049aa1d,2010-07-01T12:57:00Z,2010-07-05 12:57:00+00:00,INR,4043100,77,uci_product_group_3a,addr_c09472f67049aa1d,dev_c09472f67049aa1d
ord_0010113,cus_70072cb019415795,2010-06-29T09:06:00Z,2010-07-02 09:06:00+00:00,INR,1555200,864,uci_product_group_ed,addr_70072cb019415795,dev_70072cb019415795
ord_0010518,cus_df36fe2d1f01b75d,2010-07-06T11:05:00Z,2010-07-08 11:05:00+00:00,INR,300000,8,uci_product_group_6e,addr_df36fe2d1f01b75d,dev_df36fe2d1f01b75d
ord_0010343,cus_be026aa05de3dc0e,2010-07-01T19:05:00Z,2010-07-04 19:05:00+00:00,INR,1896700,79,uci_product_group_49,addr_be026aa05de3dc0e,dev_be026aa05de3dc0e
ord_0010034,cus_3f3356af98b45f64,2010-06-27T14:38:00Z,2010-07-04 14:38:00+00:00,INR,3379500,141,uci_product_group_f0,addr_3f3356af98b45f64,dev_3f3356af98b45f64
ord_0010726,cus_3cb7a815ed87f68a,2010-07-09T15:20:00Z,2010-07-15 15:20:00+00:00,INR,148500,3,uci_product_group_fd,addr_3cb7a815ed87f68a,dev_3cb7a815ed87f68a
ord_0010062,cus_0365c0e510b6c7e1,2010-06-28T11:36:00Z,2010-07-05 11:36:00+00:00,INR,74900,1,uci_product_group_be,addr_0365c0e510b6c7e1,dev_0365c0e510b6c7e1
ord_0010727,cus_5fc6dd3f8e52358e,2010-07-09T15:20:00Z,2010-07-13 15:20:00+00:00,INR,30254500,123,uci_product_group_54,v2_shared_address_0078,dev_5fc6dd3f8e52358e
ord_0010564,cus_16558d54b516e4b6,2010-07-07T09:42:00Z,2010-07-12 09:42:00+00:00,INR,12302000,702,uci_product_group_5b,addr_16558d54b516e4b6,dev_16558d54b516e4b6
ord_0010609,cus_344c4d5699bc8051,2010-07-07T13:43:00Z,2010-07-09 13:43:00+00:00,INR,1003000,18,uci_product_group_13,addr_344c4d5699bc8051,v2_shared_device_0000
ord_0009844,cus_9e1b7875e468892f,2010-06-23T14:34:00Z,2010-07-01 14:34:00+00:00,INR,12229100,787,uci_product_group_80,addr_9e1b7875e468892f,dev_9e1b7875e468892f
ord_0010775,cus_5677e8221f80c304,2010-07-12T11:00:00Z,2010-07-15 11:00:00+00:00,INR,132000,24,uci_product_group_39,addr_5677e8221f80c304,dev_5677e8221f80c304
ord_0010259,cus_d1a90ee0794efcc7,2010-06-30T17:04:00Z,2010-07-03 17:04:00+00:00,INR,1359000,62,uci_product_group_cb,addr_d1a90ee0794efcc7,dev_d1a90ee0794efcc7
ord_0010104,cus_c42a349a2f434697,2010-06-28T15:31:00Z,2010-07-05 15:31:00+00:00,INR,2110900,101,uci_product_group_80,addr_c42a349a2f434697,dev_c42a349a2f434697
ord_0010217,cus_8fccb378473176ae,2010-06-30T12:27:00Z,2010-07-06 12:27:00+00:00,INR,17990700,414,uci_product_group_d2,addr_8fccb378473176ae,dev_8fccb378473176ae
ord_0010669,cus_5ccae4efd10acb11,2010-07-08T13:31:00Z,2010-07-15 13:31:00+00:00,INR,2881000,72,uci_product_group_7c,addr_5ccae4efd10acb11,dev_5ccae4efd10acb11
ord_0010211,cus_ec31df8c6a2b38d9,2010-06-30T12:02:00Z,2010-07-08 12:02:00+00:00,INR,39217400,2938,uci_product_group_91,addr_ec31df8c6a2b38d9,dev_ec31df8c6a2b38d9
ord_0010708,cus_2a43806015f6da18,2010-07-09T11:43:00Z,2010-07-12 11:43:00+00:00,INR,6793000,417,uci_product_group_36,addr_2a43806015f6da18,dev_2a43806015f6da18
ord_0010748,cus_413750cbace9bbbb,2010-07-11T13:34:00Z,2010-07-17 13:34:00+00:00,INR,9722400,498,uci_product_group_cb,addr_413750cbace9bbbb,v2_shared_device_0009
ord_0010982,cus_7d9985200ab69361,2010-07-15T14:49:00Z,2010-07-20 14:49:00+00:00,INR,4867200,624,uci_product_group_fb,addr_7d9985200ab69361,dev_7d9985200ab69361
ord_0010227,cus_6812ec5f388f8fe7,2010-06-30T13:03:00Z,2010-07-03 13:03:00+00:00,INR,2841900,231,uci_product_group_06,addr_6812ec5f388f8fe7,dev_6812ec5f388f8fe7
ord_0010799,cus_cb2a76a22799309b,2010-07-12T14:52:00Z,2010-07-14 14:52:00+00:00,INR,15391100,447,uci_product_group_4b,addr_cb2a76a22799309b,dev_cb2a76a22799309b
ord_0010219,cus_cedbedf94ad7abe0,2010-06-30T12:35:00Z,2010-07-08 12:35:00+00:00,INR,4926200,139,uci_product_group_e0,addr_cedbedf94ad7abe0,v2_shared_device_0013
ord_0010702,cus_eeee187655ff2282,2010-07-08T20:00:00Z,2010-07-11 20:00:00+00:00,INR,1463300,170,uci_product_group_c7,addr_eeee187655ff2282,dev_eeee187655ff2282
ord_0010054,cus_07885b3e1cc39c9f,2010-06-28T10:34:00Z,2010-07-05 10:34:00+00:00,INR,1169200,42,uci_product_group_ba,addr_07885b3e1cc39c9f,v2_shared_device_0015
ord_0010832,cus_ad0b0546099f8b84,2010-07-13T12:33:00Z,2010-07-21 12:33:00+00:00,INR,4124000,199,uci_product_group_89,addr_ad0b0546099f8b84,dev_ad0b0546099f8b84
ord_0010184,cus_bebdb4a6906ace19,2010-06-30T08:35:00Z,2010-07-02 08:35:00+00:00,INR,3426100,118,uci_product_group_a3,addr_bebdb4a6906ace19,dev_bebdb4a6906ace19
ord_0011000,cus_7e911dd922073e5b,2010-07-15T18:47:00Z,2010-07-21 18:47:00+00:00,INR,1000000,39,uci_product_group_5f,addr_7e911dd922073e5b,dev_7e911dd922073e5b
ord_0010774,cus_de3a20379df9a0ea,2010-07-12T10:58:00Z,2010-07-19 10:58:00+00:00,INR,1216800,72,uci_product_group_5b,addr_de3a20379df9a0ea,dev_de3a20379df9a0ea
ord_0010156,cus_cf04d0a7977d3d44,2010-06-29T13:12:00Z,2010-07-03 13:12:00+00:00,INR,15446600,377,uci_product_group_40,addr_cf04d0a7977d3d44,dev_cf04d0a7977d3d44
ord_0009880,cus_794c5206be35fbcb,2010-06-24T10:36:00Z,2010-07-02 10:36:00+00:00,INR,3202500,190,simulated_defect_batch,addr_794c5206be35fbcb,v2_shared_device_0021
ord_0010190,cus_0ea6fb5bf09800f4,2010-06-30T09:24:00Z,2010-07-06 09:24:00+00:00,INR,1596000,168,uci_product_group_3f,addr_0ea6fb5bf09800f4,dev_0ea6fb5bf09800f4
ord_0010080,cus_70072cb019415795,2010-06-28T13:30:00Z,2010-07-04 13:30:00+00:00,INR,17402400,1236,uci_product_group_e3,addr_70072cb019415795,dev_70072cb019415795
ord_0010780,cus_c15495da300dce65,2010-07-12T11:45:00Z,2010-07-20 11:45:00+00:00,INR,1968500,35,uci_product_group_78,addr_c15495da300dce65,dev_c15495da300dce65
ord_0010360,cus_1dbecf9720e2b88c,2010-07-02T11:51:00Z,2010-07-08 11:51:00+00:00,INR,7884000,72,uci_product_group_9b,addr_1dbecf9720e2b88c,dev_1dbecf9720e2b88c
ord_0010144,cus_d294e68e26aeac60,2010-06-29T12:08:00Z,2010-07-07 12:08:00+00:00,INR,11670100,243,uci_product_group_9d,v2_shared_address_0106,dev_d294e68e26aeac60
ord_0010029,cus_08c8b5f1a12432f6,2010-06-27T13:34:00Z,2010-07-03 13:34:00+00:00,INR,1014000,49,uci_product_group_2a,addr_08c8b5f1a12432f6,dev_08c8b5f1a12432f6
ord_0010064,cus_0efaa1412a970cb4,2010-06-28T11:50:00Z,2010-07-06 11:50:00+00:00,INR,1028600,60,uci_product_group_cc,addr_0efaa1412a970cb4,dev_0efaa1412a970cb4
ord_0010505,cus_690587c6282037fa,2010-07-06T09:53:00Z,2010-07-10 09:53:00+00:00,INR,5459000,326,uci_product_group_a8,addr_690587c6282037fa,dev_690587c6282037fa
ord_0010118,cus_6f83be16def7f8a4,2010-06-29T09:39:00Z,2010-07-04 09:39:00+00:00,INR,3578400,140,uci_product_group_6d,addr_6f83be16def7f8a4,dev_6f83be16def7f8a4
ord_0010001,cus_3e0fcf127489d5e3,2010-06-27T11:45:00Z,2010-07-05 11:45:00+00:00,INR,2971900,156,uci_product_group_05,addr_3e0fcf127489d5e3,dev_3e0fcf127489d5e3
ord_0010313,cus_ad04c75f15eb0d8c,2010-07-01T14:27:00Z,2010-07-03 14:27:00+00:00,INR,812000,4,uci_product_group_08,addr_ad04c75f15eb0d8c,dev_ad04c75f15eb0d8c
ord_0010383,cus_ec92b8c64e1ac8e9,2010-07-02T14:41:00Z,2010-07-08 14:41:00+00:00,INR,400000,1,uci_product_group_9a,addr_ec92b8c64e1ac8e9,v2_shared_device_0033
ord_0010830,cus_c00b1cbc14358bff,2010-07-13T12:12:00Z,2010-07-20 12:12:00+00:00,INR,1104400,24,uci_product_group_15,addr_c00b1cbc14358bff,v2_shared_device_0034
ord_0010797,cus_404f250a8ad69b4e,2010-07-12T13:55:00Z,2010-07-14 13:55:00+00:00,INR,210000,50,uci_product_group_8b,addr_404f250a8ad69b4e,dev_404f250a8ad69b4e
ord_0011132,cus_0b1f96b493c14c56,2010-07-19T12:13:00Z,2010-07-22 12:13:00+00:00,INR,2454900,95,uci_product_group_56,v2_shared_address_0116,dev_0b1f96b493c14c56
ord_0010582,cus_88c95de440529e90,2010-07-07T11:20:00Z,2010-07-13 11:20:00+00:00,INR,3298500,51,uci_product_group_db,addr_88c95de440529e90,dev_88c95de440529e90
ord_0010458,cus_482842245bb9a590,2010-07-05T13:01:00Z,2010-07-13 13:01:00+00:00,INR,2232800,119,uci_product_group_ba,addr_482842245bb9a590,dev_482842245bb9a590
ord_0010191,cus_96045bcde49cc135,2010-06-30T09:37:00Z,2010-07-05 09:37:00+00:00,INR,6206500,242,uci_product_group_a5,addr_96045bcde49cc135,dev_96045bcde49cc135
ord_0010545,cus_5f1dc1e1a375971c,2010-07-06T15:12:00Z,2010-07-09 15:12:00+00:00,INR,2183600,104,uci_product_group_ae,v2_shared_address_0120,dev_5f1dc1e1a375971c
ord_0010530,cus_66ea8f07db4f8269,2010-07-06T12:38:00Z,2010-07-13 12:38:00+00:00,INR,2782500,171,uci_product_group_50,addr_66ea8f07db4f8269,dev_66ea8f07db4f8269
ord_0010755,cus_058ac960572f5247,2010-07-11T15:06:00Z,2010-07-18 15:06:00+00:00,INR,1341300,127,uci_product_group_3f,v2_shared_address_0122,dev_058ac960572f5247
ord_0010844,cus_4beca9e3b90ed4f2,2010-07-13T13:50:00Z,2010-07-16 13:50:00+00:00,INR,11135600,842,uci_product_group_af,addr_4beca9e3b90ed4f2,dev_4beca9e3b90ed4f2
ord_0010841,cus_379a98b4d8562eac,2010-07-13T13:28:00Z,2010-07-21 13:28:00+00:00,INR,6390800,158,uci_product_group_07,addr_379a98b4d8562eac,v2_shared_device_0044
ord_0010336,cus_bb26acc69a6eee97,2010-07-01T16:55:00Z,2010-07-09 16:55:00+00:00,INR,299500,1,uci_product_group_b1,addr_bb26acc69a6eee97,dev_bb26acc69a6eee97
ord_0011070,cus_bd40f5af5866282a,2010-07-16T16:30:00Z,2010-07-21 16:30:00+00:00,INR,3244800,480,simulated_defect_batch,addr_bd40f5af5866282a,dev_bd40f5af5866282a
ord_0010571,cus_02de4c9b8fa6f0a5,2010-07-07T10:31:00Z,2010-07-11 10:31:00+00:00,INR,2112000,128,uci_product_group_6f,addr_02de4c9b8fa6f0a5,dev_02de4c9b8fa6f0a5
ord_0010607,cus_1b3403efa26bfa5b,2010-07-07T13:38:00Z,2010-07-12 13:38:00+00:00,INR,7716500,183,uci_product_group_cb,addr_1b3403efa26bfa5b,dev_1b3403efa26bfa5b
ord_0010499,cus_26c4a59f97ecf910,2010-07-06T09:06:00Z,2010-07-12 09:06:00+00:00,INR,1539500,89,uci_product_group_c3,addr_26c4a59f97ecf910,dev_26c4a59f97ecf910
ord_0010525,cus_4f81751c8becf53e,2010-07-06T12:01:00Z,2010-07-09 12:01:00+00:00,INR,2109000,108,uci_product_group_8a,addr_4f81751c8becf53e,dev_4f81751c8becf53e
ord_0010133,cus_4f81751c8becf53e,2010-06-29T11:10:00Z,2010-07-04 11:10:00+00:00,INR,5089100,169,uci_product_group_c8,addr_4f81751c8becf53e,dev_4f81751c8becf53e
ord_0010337,cus_9648811fa19f49f5,2010-07-01T17:25:00Z,2010-07-05 17:25:00+00:00,INR,2827400,354,uci_product_group_70,v2_shared_address_0132,dev_9648811fa19f49f5
ord_0011051,cus_f0bba1473af89f95,2010-07-16T13:55:00Z,2010-07-21 13:55:00+00:00,INR,305400,14,uci_product_group_97,v2_shared_address_0133,dev_f0bba1473af89f95
ord_0010987,cus_57eb34e9037f4548,2010-07-15T15:02:00Z,2010-07-17 15:02:00+00:00,INR,4433900,205,uci_product_group_72,addr_57eb34e9037f4548,dev_57eb34e9037f4548
ord_0011013,cus_4c560d20d0ac2fb9,2010-07-16T08:31:00Z,2010-07-24 08:31:00+00:00,INR,3569700,287,uci_product_group_a2,addr_4c560d20d0ac2fb9,dev_4c560d20d0ac2fb9
ord_0010889,cus_690587c6282037fa,2010-07-14T12:38:00Z,2010-07-17 12:38:00+00:00,INR,4331200,280,uci_product_group_e3,addr_690587c6282037fa,dev_690587c6282037fa
ord_0010886,cus_de44e86755c9fc93,2010-07-14T12:29:00Z,2010-07-16 12:29:00+00:00,INR,1721700,70,uci_product_group_cc,addr_de44e86755c9fc93,dev_de44e86755c9fc93
ord_0010690,cus_60fe815235874a83,2010-07-08T16:14:00Z,2010-07-15 16:14:00+00:00,INR,167500,9,uci_product_group_3f,addr_60fe815235874a83,dev_60fe815235874a83
ord_0010820,cus_1468e23ed7d1bf0e,2010-07-13T10:49:00Z,2010-07-21 10:49:00+00:00,INR,1314000,12,uci_product_group_f2,addr_1468e23ed7d1bf0e,dev_1468e23ed7d1bf0e
ord_0010715,cus_1b3403efa26bfa5b,2010-07-09T12:39:00Z,2010-07-17 12:39:00+00:00,INR,2057400,54,uci_product_group_c2,v2_shared_address_0140,dev_1b3403efa26bfa5b
ord_0010749,cus_27e637eaba28dbb2,2010-07-11T13:53:00Z,2010-07-13 13:53:00+00:00,INR,2296400,122,uci_product_group_0f,addr_27e637eaba28dbb2,dev_27e637eaba28dbb2
ord_0010386,cus_e44f180b7b48752f,2010-07-02T15:10:00Z,2010-07-08 15:10:00+00:00,INR,1018800,12,uci_product_group_70,v2_shared_address_0142,dev_e44f180b7b48752f
ord_0010427,cus_d5b6f32b6bda7e10,2010-07-05T10:38:00Z,2010-07-09 10:38:00+00:00,INR,3104000,56,uci_product_group_67,addr_d5b6f32b6bda7e10,v2_shared_device_0063
ord_0010578,cus_43d2bcd6c561cee0,2010-07-07T11:18:00Z,2010-07-14 11:18:00+00:00,INR,1477900,24,uci_product_group_72,addr_43d2bcd6c561cee0,dev_43d2bcd6c561cee0
ord_0010948,cus_613b73c6e6533d22,2010-07-15T12:00:00Z,2010-07-18 12:00:00+00:00,INR,5177700,277,uci_product_group_09,addr_613b73c6e6533d22,dev_613b73c6e6533d22
ord_0011340,cus_bc5d2613bcec489d,2010-07-22T15:01:00Z,2010-07-24 15:01:00+00:00,INR,1727300,43,uci_product_group_43,addr_bc5d2613bcec489d,dev_bc5d2613bcec489d
ord_0010309,cus_9115498149d0e6c8,2010-07-01T14:12:00Z,2010-07-07 14:12:00+00:00,INR,1647000,34,uci_product_group_ed,addr_9115498149d0e6c8,dev_9115498149d0e6c8
ord_0010238,cus_51569f2f7f250dfd,2010-06-30T13:49:00Z,2010-07-06 13:49:00+00:00,INR,3581500,111,uci_product_group_1f,addr_51569f2f7f250dfd,dev_51569f2f7f250dfd
ord_0010686,cus_75d9c76596daa9fc,2010-07-08T15:30:00Z,2010-07-12 15:30:00+00:00,INR,1292000,109,uci_product_group_75,addr_75d9c76596daa9fc,dev_75d9c76596daa9fc
ord_0011143,cus_20e2c1952dd78568,2010-07-19T13:02:00Z,2010-07-21 13:02:00+00:00,INR,5390000,236,uci_product_group_34,addr_20e2c1952dd78568,dev_20e2c1952dd78568
ord_0010818,cus_c8d736864a1d4d71,2010-07-13T10:39:00Z,2010-07-17 10:39:00+00:00,INR,4950000,300,uci_product_group_b2,addr_c8d736864a1d4d71,dev_c8d736864a1d4d71
ord_0010575,cus_9714f728b5ea62f8,2010-07-07T11:17:00Z,2010-07-12 11:17:00+00:00,INR,3775900,68,uci_product_group_2d,addr_9714f728b5ea62f8,dev_9714f728b5ea62f8
ord_0011153,cus_54cde5dbb60a5dcc,2010-07-19T14:21:00Z,2010-07-22 14:21:00+00:00,INR,4588000,234,uci_product_group_ca,addr_54cde5dbb60a5dcc,dev_54cde5dbb60a5dcc
